,기준년월(STD_YM),성별코드(SEX_CD),연령대코드(AGE_CD),시간대코드(TIME_CD),구매_고객수(ACC_CNT),구매건수(PURH_CNT),구매금액(PURH_AMT),구매지역(PURH_AREA),구매_시도명(P_SIDO_NM),구매_시군구명(P_SIGNGU_NM),구매_읍면동명(P_EMD_NM),세부분류코드(DETAL_CLASS_CD),세부분류명(DETAL_CLASS_NM),통계청분류코드(STAT_CLASS_CD),통계청분류명(STAT_CLASS_NM),구매자지역(BUYER_AREA),구매자_시도명(B_SIDO_NM),구매자_시군구명(B_SIGNGU_NM),구매자_읍면동명(B_EMD_NM)
971,201802,1,4,5,1,2,21000,,,,,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,11410655.0,서울특별시,서대문구,홍제제2동
972,201811,2,5,5,1,1,6000,,,,,1020301.0,소프트비스켓,A,식료품 및 비주류음료,11110570.0,서울특별시,종로구,무악동
973,201912,2,5,5,1,1,4000,,,,,4020505.0,보드/카드게임,I,오락 및 문화,11680670.0,서울특별시,강남구,개포2동
974,201901,2,2,4,1,1,3000,,,,,1010901.0,샐러드류,A,식료품 및 비주류음료,11215730.0,서울특별시,광진구,군자동
976,201805,2,2,3,1,1,19000,,,,,1040102.0,바 아이스크림,A,식료품 및 비주류음료,11710646.0,서울특별시,송파구,장지동
977,201910,2,4,4,1,1,14000,,,,,1080101.0,맥주,B,주류 및 담배,11680720.0,서울특별시,강남구,일원본동
978,201811,1,5,5,1,1,4000,,,,,1010302.0,된장,A,식료품 및 비주류음료,11590650.0,서울특별시,동작구,사당제4동
979,201811,2,6,4,1,1,4000,,,,,1020303.0,샌드비스켓,A,식료품 및 비주류음료,11440730.0,서울특별시,마포구,성산제2동
981,201804,2,4,3,1,3,4000,,,,,1020605.0,멀티그레인스낵,A,식료품 및 비주류음료,11170570.0,서울특별시,용산구,원효로제2동
983,201907,2,5,4,1,2,3000,,,,,1011501.0,어묵,A,식료품 및 비주류음료,11260630.0,서울특별시,중랑구,묵제2동
985,201803,1,3,2,1,2,3000,,,,,1020204.0,젤리,A,식료품 및 비주류음료,11545700.0,서울특별시,금천구,시흥제4동
987,201809,2,3,1,1,4,9000,,,,,1060205.0,유기농우유,A,식료품 및 비주류음료,11110615.0,서울특별시,종로구,종로1.2.3.4가동
988,201908,2,5,1,1,2,13000,,,,,1010708.0,봉지라면,A,식료품 및 비주류음료,11545610.0,서울특별시,금천구,독산제1동
989,201811,2,3,5,1,1,8000,,,,,1020708.0,과일젤리류,A,식료품 및 비주류음료,11170580.0,서울특별시,용산구,효창동
990,201805,2,4,4,1,2,5000,,,,,4010101.0,스프링/인덱스/일반노트,J,교육,11500615.0,서울특별시,강서구,우장산동
991,201909,1,3,5,2,1,33000,,,,,3020202.0,헤어컨디셔너/린스,L,기타 상품 및 서비스,11410615.0,서울특별시,서대문구,연희동
992,201911,1,4,4,1,3,5000,,,,,1011805.0,간편탕류,A,식료품 및 비주류음료,11650600.0,서울특별시,서초구,방배1동
994,201902,2,3,4,3,1,81000,,,,,2020303.0,물고기용구,E,가정용품 및 가사 서비스,11500630.0,서울특별시,강서구,방화제1동
995,201902,1,5,5,1,2,32000,,,,,1090109.0,보리차,A,식료품 및 비주류음료,11470670.0,서울특별시,양천구,신정6동
997,201911,1,4,6,1,1,9000,,,,,1011104.0,조리냉동식품,A,식료품 및 비주류음료,11230730.0,서울특별시,동대문구,휘경제2동
998,201901,2,4,4,6,1,8000,,,,,1010709.0,용기라면,A,식료품 및 비주류음료,11620595.0,서울특별시,관악구,청룡동
999,201911,1,6,4,2,2,1000,,,,,1010999.0,기타간편가정식/편이식,A,식료품 및 비주류음료,11200645.0,서울특별시,성동구,옥수동
1000,201912,2,4,2,1,9,3000,11710680.0,서울특별시,송파구,잠실3동,,,B,주류 및 담배,11110650.0,서울특별시,종로구,혜화동
1001,201804,2,3,5,3,7,1000,11320690.0,서울특별시,도봉구,방학제1동,,,A,식료품 및 비주류음료,11620725.0,서울특별시,관악구,조원동
1002,201911,2,4,4,1,1,3000,45180.0,전라북도,정읍시,,,,C,의류 및 신발,11215840.0,서울특별시,광진구,자양제3동
1003,201807,2,4,2,1,11,287000,11290660.0,서울특별시,성북구,길음제1동,,,L,기타 상품 및 서비스,11200580.0,서울특별시,성동구,응봉동
1004,201906,1,4,6,4,1814,380000,41360.0,경기도,남양주시,,,,A,식료품 및 비주류음료,11650530.0,서울특별시,서초구,서초3동
1005,201803,2,3,3,12,19,18000,11560610.0,서울특별시,영등포구,양평제1동,,,A,식료품 및 비주류음료,11380690.0,서울특별시,은평구,진관동
1006,201904,2,3,4,4,2,9000,11680650.0,서울특별시,강남구,역삼2동,,,B,주류 및 담배,11500615.0,서울특별시,강서구,우장산동
1007,201810,2,3,4,4,28,205000,11110640.0,서울특별시,종로구,이화동,,,E,가정용품 및 가사 서비스,11710566.0,서울특별시,송파구,오륜동
1008,201909,1,3,5,6,2,147000,41173.0,경기도,안양시 동안구,,,,B,주류 및 담배,11350611.0,서울특별시,노원구,하계1동
1009,201804,2,3,5,9,2,7000,11380690.0,서울특별시,은평구,진관동,,,A,식료품 및 비주류음료,11740570.0,서울특별시,강동구,암사제1동
1010,201908,1,4,3,2,1,2000,50110.0,제주특별자치도,제주시,,,,B,주류 및 담배,11530540.0,서울특별시,구로구,구로제3동
1011,201807,2,2,5,2,2,4000,11380530.0,서울특별시,은평구,불광제2동,,,L,기타 상품 및 서비스,11710690.0,서울특별시,송파구,잠실4동
1012,201802,2,5,2,1,6,16000,11170650.0,서울특별시,용산구,이태원제1동,,,A,식료품 및 비주류음료,11620695.0,서울특별시,관악구,신림동
1013,201805,1,2,3,1,1,16000,11710710.0,서울특별시,송파구,잠실6동,,,A,식료품 및 비주류음료,11500640.0,서울특별시,강서구,방화제2동
1014,201904,2,6,4,161,58,4000,11350695.0,서울특별시,노원구,상계6.7동,,,A,식료품 및 비주류음료,11530740.0,서울특별시,구로구,개봉제1동
1015,201905,2,3,4,1,1,62000,11350625.0,서울특별시,노원구,중계2.3동,,,A,식료품 및 비주류음료,11320512.0,서울특별시,도봉구,창제2동
1016,201810,1,3,3,8,1,172000,11500611.0,서울특별시,강서구,발산제1동,,,E,가정용품 및 가사 서비스,11530560.0,서울특별시,구로구,구로제5동
1017,201901,1,5,5,1,1,31000,11560560.0,서울특별시,영등포구,당산제2동,,,A,식료품 및 비주류음료,11290620.0,서울특별시,성북구,정릉제1동
1018,201812,2,2,4,7,8,25000,41610.0,경기도,광주시,,,,B,주류 및 담배,11545670.0,서울특별시,금천구,시흥제1동
1019,201804,2,7,5,1,11,1000,11140540.0,서울특별시,중구,회현동,,,A,식료품 및 비주류음료,11530730.0,서울특별시,구로구,고척제2동
1020,201908,1,2,6,3,2,23000,11710680.0,서울특별시,송파구,잠실3동,,,E,가정용품 및 가사 서비스,11590650.0,서울특별시,동작구,사당제4동
1021,201902,1,3,5,1,1,5000,29140.0,광주광역시,서구,,,,I,오락 및 문화,11710680.0,서울특별시,송파구,잠실3동
1022,201910,2,3,3,1,4,5000,41630.0,경기도,양주시,,,,A,식료품 및 비주류음료,11680565.0,서울특별시,강남구,청담동
1023,201803,2,2,6,1,1,8000,48123.0,경상남도,창원시 성산구,,,,A,식료품 및 비주류음료,11170690.0,서울특별시,용산구,서빙고동
1024,201802,1,2,4,6,1,21000,11710710.0,서울특별시,송파구,잠실6동,,,A,식료품 및 비주류음료,11170625.0,서울특별시,용산구,한강로동
1025,201812,2,6,4,1,4,3000,28185.0,인천광역시,연수구,,,,A,식료품 및 비주류음료,11215770.0,서울특별시,광진구,중곡제4동
1026,201810,1,5,3,1,3,7000,11710710.0,서울특별시,송파구,잠실6동,,,A,식료품 및 비주류음료,11215810.0,서울특별시,광진구,광장동
1027,201905,1,4,4,27,2,1000,43113.0,충청북도,청주시 흥덕구,,,,A,식료품 및 비주류음료,11680565.0,서울특별시,강남구,청담동
1028,201905,2,5,3,15,1,1000,11530770.0,서울특별시,구로구,오류제1동,,,E,가정용품 및 가사 서비스,11350611.0,서울특별시,노원구,하계1동
1029,201904,2,6,5,2,4,18000,44210.0,충청남도,서산시,,,,L,기타 상품 및 서비스,11530560.0,서울특별시,구로구,구로제5동
1030,201911,1,7,5,1,1,12000,11290600.0,서울특별시,성북구,안암동,,,E,가정용품 및 가사 서비스,11260565.0,서울특별시,중랑구,면목본동
1031,201804,1,5,6,1,2,1000,11320710.0,서울특별시,도봉구,방학제3동,,,L,기타 상품 및 서비스,11500603.0,서울특별시,강서구,가양제1동
1032,201905,2,6,4,1,4,53000,11305534.0,서울특별시,강북구,삼양동,,,A,식료품 및 비주류음료,11170560.0,서울특별시,용산구,원효로제1동
1033,201910,1,4,4,1,21,3000,45130.0,전라북도,군산시,,,,A,식료품 및 비주류음료,11290525.0,서울특별시,성북구,성북동
1034,201903,2,3,4,1,2,60000,45130.0,전라북도,군산시,,,,A,식료품 및 비주류음료,11680700.0,서울특별시,강남구,세곡동
1035,201911,2,4,6,1,1,32000,26290.0,부산광역시,남구,,,,B,주류 및 담배,11710562.0,서울특별시,송파구,방이2동
1036,201811,1,2,5,7,1,4000,11710710.0,서울특별시,송파구,잠실6동,,,L,기타 상품 및 서비스,11500590.0,서울특별시,강서구,화곡본동
1037,201811,2,2,3,1,1,2000,41430.0,경기도,의왕시,,,,J,교육,11230570.0,서울특별시,동대문구,전농제2동
1038,201911,2,4,5,4,6,1000,11680580.0,서울특별시,강남구,삼성1동,,,A,식료품 및 비주류음료,11320670.0,서울특별시,도봉구,쌍문제2동
1039,201805,1,5,6,3,1,45000,11440660.0,서울특별시,마포구,서교동,,,A,식료품 및 비주류음료,11200560.0,서울특별시,성동구,행당제1동
1040,201805,2,2,2,110,1,2000,11230560.0,서울특별시,동대문구,전농제1동,,,I,오락 및 문화,11680510.0,서울특별시,강남구,신사동
1041,201912,2,2,5,12,2,34000,11530530.0,서울특별시,구로구,구로제2동,,,A,식료품 및 비주류음료,11710590.0,서울특별시,송파구,송파2동
1042,201812,2,4,2,8,19,40000,42130.0,강원도,원주시,,,,E,가정용품 및 가사 서비스,11290600.0,서울특별시,성북구,안암동
1043,201812,1,6,5,1,5,1000,30200.0,대전광역시,유성구,,,,A,식료품 및 비주류음료,11650540.0,서울특별시,서초구,잠원동
1044,201809,1,4,5,1,3,1134000,11140540.0,서울특별시,중구,회현동,,,L,기타 상품 및 서비스,11140550.0,서울특별시,중구,명동
1045,201904,2,6,2,1,2,126000,41150.0,경기도,의정부시,,,,A,식료품 및 비주류음료,11680656.0,서울특별시,강남구,도곡2동
1046,201912,1,6,5,1,10,3000,11500620.0,서울특별시,강서구,공항동,,,A,식료품 및 비주류음료,11350595.0,서울특별시,노원구,공릉1동
1047,201809,1,4,6,3,9,19000,41171.0,경기도,안양시 만안구,,,,E,가정용품 및 가사 서비스,11530540.0,서울특별시,구로구,구로제3동
1048,201904,2,2,4,1,1,8000,30200.0,대전광역시,유성구,,,,I,오락 및 문화,11650621.0,서울특별시,서초구,방배4동
1049,201911,1,5,2,2,4,9000,41830.0,경기도,양평군,,,,E,가정용품 및 가사 서비스,11710570.0,서울특별시,송파구,오금동
1050,201806,2,6,3,7,3,3000,11530780.0,서울특별시,구로구,오류제2동,,,A,식료품 및 비주류음료,11680640.0,서울특별시,강남구,역삼1동
1051,201811,1,2,2,10,1,68000,11410660.0,서울특별시,서대문구,홍은제1동,,,E,가정용품 및 가사 서비스,11215740.0,서울특별시,광진구,중곡제1동
1052,201810,1,3,3,3,41,45000,41830.0,경기도,양평군,,,,B,주류 및 담배,11590550.0,서울특별시,동작구,상도제3동
1053,201907,2,6,3,1,1,171000,11680610.0,서울특별시,강남구,대치2동,,,B,주류 및 담배,11380560.0,서울특별시,은평구,구산동
1054,201812,1,4,3,6,4,4000,43130.0,충청북도,충주시,,,,A,식료품 및 비주류음료,11110580.0,서울특별시,종로구,교남동
1055,201906,2,3,5,1,2,39000,11470540.0,서울특별시,양천구,목4동,,,A,식료품 및 비주류음료,11560605.0,서울특별시,영등포구,문래동
1056,201910,2,4,5,104,1,2000,11710632.0,서울특별시,송파구,가락2동,,,E,가정용품 및 가사 서비스,11500641.0,서울특별시,강서구,방화제3동
1057,201909,1,4,3,1,1,358000,41281.0,경기도,고양시 덕양구,,,,B,주류 및 담배,11380690.0,서울특별시,은평구,진관동
1058,201911,2,4,3,52,2,57000,11110560.0,서울특별시,종로구,평창동,,,A,식료품 및 비주류음료,11260660.0,서울특별시,중랑구,망우제3동
1059,201907,1,4,4,10,15,1315000,11500560.0,서울특별시,강서구,화곡제3동,,,E,가정용품 및 가사 서비스,11590620.0,서울특별시,동작구,사당제1동
1060,201905,2,3,4,1,1,4000,11230610.0,서울특별시,동대문구,답십리제2동,,,B,주류 및 담배,11710646.0,서울특별시,송파구,장지동
1061,201905,1,6,4,39,2,5000,41310.0,경기도,구리시,,,,A,식료품 및 비주류음료,11290590.0,서울특별시,성북구,돈암제2동
1062,201911,2,5,6,5,1,2000,42110.0,강원도,춘천시,,,,B,주류 및 담배,11380570.0,서울특별시,은평구,대조동
1063,201802,1,3,2,1,1,5000,11530530.0,서울특별시,구로구,구로제2동,,,A,식료품 및 비주류음료,11470650.0,서울특별시,양천구,신정4동
1064,201904,1,3,6,3,2,70000,11320670.0,서울특별시,도봉구,쌍문제2동,,,B,주류 및 담배,11590550.0,서울특별시,동작구,상도제3동
1065,201811,2,2,4,2,3,18000,11380530.0,서울특별시,은평구,불광제2동,,,E,가정용품 및 가사 서비스,11215810.0,서울특별시,광진구,광장동
1066,201811,1,5,4,2,10,8000,11650530.0,서울특별시,서초구,서초3동,,,E,가정용품 및 가사 서비스,11740580.0,서울특별시,강동구,암사제2동
1067,201805,2,4,5,1,5,1000,11230560.0,서울특별시,동대문구,전농제1동,,,E,가정용품 및 가사 서비스,11140615.0,서울특별시,중구,신당동
1068,201803,2,4,5,2,18,1000,11215870.0,서울특별시,광진구,구의제3동,,,L,기타 상품 및 서비스,11170630.0,서울특별시,용산구,이촌제1동
1069,201808,1,5,1,1,20,39000,41273.0,경기도,안산시 단원구,,,,L,기타 상품 및 서비스,11560560.0,서울특별시,영등포구,당산제2동
1070,201901,1,4,2,43,36,44000,11590520.0,서울특별시,동작구,노량진제2동,,,G,교통,11290610.0,서울특별시,성북구,보문동
1071,201911,1,5,5,2,22,4000,41190.0,경기도,부천시,,,,A,식료품 및 비주류음료,11350611.0,서울특별시,노원구,하계1동
1072,201810,2,5,3,1,2,10000,11680531.0,서울특별시,강남구,논현2동,,,E,가정용품 및 가사 서비스,11170650.0,서울특별시,용산구,이태원제1동
1073,201910,2,6,2,2,10,27000,41410.0,경기도,군포시,,,,A,식료품 및 비주류음료,11380600.0,서울특별시,은평구,응암제3동
1074,201806,2,3,6,8,12,6000,41113.0,경기도,수원시 권선구,,,,B,주류 및 담배,11710650.0,서울특별시,송파구,잠실본동
1075,201809,1,6,4,1,2,77000,11110570.0,서울특별시,종로구,무악동,,,A,식료품 및 비주류음료,11305600.0,서울특별시,강북구,번2동
1076,201811,2,6,5,1,1,10000,11710710.0,서울특별시,송파구,잠실6동,,,B,주류 및 담배,11320690.0,서울특별시,도봉구,방학제1동
1077,201912,2,3,5,78,1,1000,11560560.0,서울특별시,영등포구,당산제2동,,,A,식료품 및 비주류음료,11440565.0,서울특별시,마포구,공덕동
1078,201806,2,3,6,10,1,15000,46130.0,전라남도,여수시,,,,E,가정용품 및 가사 서비스,11740700.0,서울특별시,강동구,둔촌제2동
1079,201802,2,3,4,1,8,6000,28260.0,인천광역시,서구,,,,B,주류 및 담배,11500603.0,서울특별시,강서구,가양제1동
1080,201910,1,6,6,13,17,36000,11545610.0,서울특별시,금천구,독산제1동,,,L,기타 상품 및 서비스,11620735.0,서울특별시,관악구,대학동
1081,201810,1,3,4,3,4,6000,11170690.0,서울특별시,용산구,서빙고동,,,E,가정용품 및 가사 서비스,11350595.0,서울특별시,노원구,공릉1동
1082,201810,1,4,4,2,8,18000,11200560.0,서울특별시,성동구,행당제1동,,,A,식료품 및 비주류음료,11560585.0,서울특별시,영등포구,도림동
1083,201903,1,3,5,1,6,56000,11500530.0,서울특별시,강서구,등촌제2동,,,A,식료품 및 비주류음료,11650581.0,서울특별시,서초구,반포4동
1084,201806,1,4,5,1,2,411000,41113.0,경기도,수원시 권선구,,,,I,오락 및 문화,11140615.0,서울특별시,중구,신당동
1085,201903,2,2,4,11,1,12000,11710561.0,서울특별시,송파구,방이1동,,,A,식료품 및 비주류음료,11140670.0,서울특별시,중구,황학동
1086,201806,1,6,3,2,2,4000,11710647.0,서울특별시,송파구,위례동,,,E,가정용품 및 가사 서비스,11230600.0,서울특별시,동대문구,답십리제1동
1087,201903,2,4,4,3,4,4000,11710670.0,서울특별시,송파구,잠실2동,,,B,주류 및 담배,11560620.0,서울특별시,영등포구,양평제2동
1088,201910,2,7,5,1,7,21000,41281.0,경기도,고양시 덕양구,,,,A,식료품 및 비주류음료,11290575.0,서울특별시,성북구,동선동
1089,201902,1,3,4,2,9,118000,11200570.0,서울특별시,성동구,행당제2동,,,A,식료품 및 비주류음료,11545670.0,서울특별시,금천구,시흥제1동
1090,201811,2,4,3,18,16,4000,11710620.0,서울특별시,송파구,가락본동,,,A,식료품 및 비주류음료,11500550.0,서울특별시,강서구,화곡제2동
1091,201903,1,6,5,2,1,55000,11500620.0,서울특별시,강서구,공항동,,,E,가정용품 및 가사 서비스,11590620.0,서울특별시,동작구,사당제1동
1092,201907,2,5,5,1,4,1000,11500510.0,서울특별시,강서구,염창동,,,A,식료품 및 비주류음료,11380520.0,서울특별시,은평구,불광제1동
1093,201804,2,2,4,1,8,9484000,11230560.0,서울특별시,동대문구,전농제1동,,,E,가정용품 및 가사 서비스,11305545.0,서울특별시,강북구,송중동
1094,201909,2,5,3,2,3,5000,11215750.0,서울특별시,광진구,중곡제2동,,,A,식료품 및 비주류음료,11650621.0,서울특별시,서초구,방배4동
1095,201806,1,4,4,2,10,43000,11305534.0,서울특별시,강북구,삼양동,,,B,주류 및 담배,11260680.0,서울특별시,중랑구,신내1동
1096,201804,2,4,5,1,1,1000,11440630.0,서울특별시,마포구,신수동,,,B,주류 및 담배,11350624.0,서울특별시,노원구,중계4동
1097,201808,2,3,6,1,4,8000,44133.0,충청남도,천안시 서북구,,,,A,식료품 및 비주류음료,11305555.0,서울특별시,강북구,송천동
1098,201912,2,3,4,2,1,6000,11500620.0,서울특별시,강서구,공항동,,,E,가정용품 및 가사 서비스,11110650.0,서울특별시,종로구,혜화동
1099,201911,2,5,4,3,3,18000,41281.0,경기도,고양시 덕양구,,,,A,식료품 및 비주류음료,11710670.0,서울특별시,송파구,잠실2동
1100,201812,1,2,4,1,8,2000,47190.0,경상북도,구미시,,,,A,식료품 및 비주류음료,11260610.0,서울특별시,중랑구,중화제2동
1101,201909,2,6,2,1,1,13000,11740620.0,서울특별시,강동구,천호제3동,,,B,주류 및 담배,11710710.0,서울특별시,송파구,잠실6동
1102,201812,2,5,5,1,3,21000,11530595.0,서울특별시,구로구,가리봉동,,,B,주류 및 담배,11380590.0,서울특별시,은평구,응암제2동
1103,201912,2,4,2,1,289,1416000,11680510.0,서울특별시,강남구,신사동,,,B,주류 및 담배,11305620.0,서울특별시,강북구,수유2동
1104,201808,1,4,2,1,1,8000,11710642.0,서울특별시,송파구,문정2동,,,E,가정용품 및 가사 서비스,11200645.0,서울특별시,성동구,옥수동
1105,201907,1,5,5,2,1,2000,11710561.0,서울특별시,송파구,방이1동,,,A,식료품 및 비주류음료,11320690.0,서울특별시,도봉구,방학제1동
1106,201807,1,6,3,14,714,237000,11500620.0,서울특별시,강서구,공항동,,,G,교통,11215710.0,서울특별시,광진구,화양동
1107,201906,1,3,5,2,1,46000,11710680.0,서울특별시,송파구,잠실3동,,,B,주류 및 담배,11680521.0,서울특별시,강남구,논현1동
1108,201806,1,3,6,1,26,1000,11710710.0,서울특별시,송파구,잠실6동,,,B,주류 및 담배,11380580.0,서울특별시,은평구,응암제1동
1109,201906,1,5,5,4,3,1000,11680565.0,서울특별시,강남구,청담동,,,A,식료품 및 비주류음료,11740515.0,서울특별시,강동구,강일동
1110,201905,1,4,4,2,5,84000,41150.0,경기도,의정부시,,,,A,식료품 및 비주류음료,11350600.0,서울특별시,노원구,공릉2동
1111,201905,2,3,3,2,2,43000,11500640.0,서울특별시,강서구,방화제2동,,,B,주류 및 담배,11680660.0,서울특별시,강남구,개포1동
1112,201904,2,2,3,2,34,7000,11440660.0,서울특별시,마포구,서교동,,,A,식료품 및 비주류음료,11305610.0,서울특별시,강북구,수유1동
1113,201905,2,2,2,13,51,8000,11440660.0,서울특별시,마포구,서교동,,,E,가정용품 및 가사 서비스,11590510.0,서울특별시,동작구,노량진제1동
1114,201806,1,4,3,1,2,82000,28110.0,인천광역시,중구,,,,A,식료품 및 비주류음료,11650530.0,서울특별시,서초구,서초3동
1115,201906,1,2,4,1,1,1000,11545640.0,서울특별시,금천구,독산제4동,,,B,주류 및 담배,11650580.0,서울특별시,서초구,반포3동
1116,201908,2,2,5,4,3,1000,11710642.0,서울특별시,송파구,문정2동,,,B,주류 및 담배,11260565.0,서울특별시,중랑구,면목본동
1117,201804,1,3,6,2,4,118000,11200570.0,서울특별시,성동구,행당제2동,,,I,오락 및 문화,11305545.0,서울특별시,강북구,송중동
1118,201901,2,4,5,1,6,9000,41430.0,경기도,의왕시,,,,L,기타 상품 및 서비스,11710561.0,서울특별시,송파구,방이1동
1119,201810,1,2,4,1,2,4000,41285.0,경기도,고양시 일산동구,,,,E,가정용품 및 가사 서비스,11410555.0,서울특별시,서대문구,북아현동
1120,201911,1,1,5,1,1,93000,11350621.0,서울특별시,노원구,중계1동,,,A,식료품 및 비주류음료,11410620.0,서울특별시,서대문구,홍제제1동
1121,201910,2,3,5,18,4,17000,41135.0,경기도,성남시 분당구,,,,A,식료품 및 비주류음료,11110550.0,서울특별시,종로구,부암동
1122,201905,1,4,5,2,5,10000,45130.0,전라북도,군산시,,,,A,식료품 및 비주류음료,11545710.0,서울특별시,금천구,시흥제5동
1123,201908,1,4,2,1,6,2000,28245.0,인천광역시,계양구,,,,E,가정용품 및 가사 서비스,11350624.0,서울특별시,노원구,중계4동
1124,201804,2,4,3,3,10,69000,11440660.0,서울특별시,마포구,서교동,,,E,가정용품 및 가사 서비스,11680565.0,서울특별시,강남구,청담동
1125,201806,1,4,3,3,21,842000,41131.0,경기도,성남시 수정구,,,,A,식료품 및 비주류음료,11590540.0,서울특별시,동작구,상도제2동
1126,201808,2,3,3,1,2,101000,11680510.0,서울특별시,강남구,신사동,,,A,식료품 및 비주류음료,11680590.0,서울특별시,강남구,삼성2동
1127,201902,1,5,3,1,4,6000,11350621.0,서울특별시,노원구,중계1동,,,A,식료품 및 비주류음료,11530730.0,서울특별시,구로구,고척제2동
1128,201803,1,4,3,1,3,67000,45111.0,전라북도,전주시 완산구,,,,E,가정용품 및 가사 서비스,11710562.0,서울특별시,송파구,방이2동
1129,201910,2,2,5,3,3,121000,11230570.0,서울특별시,동대문구,전농제2동,,,A,식료품 및 비주류음료,11710561.0,서울특별시,송파구,방이1동
1130,201810,2,2,3,2,3,1000,11380690.0,서울특별시,은평구,진관동,,,B,주류 및 담배,11380520.0,서울특별시,은평구,불광제1동
1131,201901,2,4,2,1,1,45000,11320690.0,서울특별시,도봉구,방학제1동,,,E,가정용품 및 가사 서비스,11470550.0,서울특별시,양천구,목5동
1132,201810,2,3,4,1,2,9000,11740600.0,서울특별시,강동구,천호제1동,,,B,주류 및 담배,11590660.0,서울특별시,동작구,대방동
1133,201810,1,5,3,8,2,130000,11410720.0,서울특별시,서대문구,북가좌제2동,,,A,식료품 및 비주류음료,11500603.0,서울특별시,강서구,가양제1동
1134,201801,1,2,5,6,14,26000,28237.0,인천광역시,부평구,,,,E,가정용품 및 가사 서비스,11710610.0,서울특별시,송파구,삼전동
1135,201808,1,6,2,3,1,2000,11140540.0,서울특별시,중구,회현동,,,A,식료품 및 비주류음료,11560670.0,서울특별시,영등포구,신길제5동
1136,201811,2,3,5,1,2,729000,11650530.0,서울특별시,서초구,서초3동,,,B,주류 및 담배,11500630.0,서울특별시,강서구,방화제1동
1137,201806,2,5,3,2,3,13000,11230536.0,서울특별시,동대문구,용신동,,,E,가정용품 및 가사 서비스,11620525.0,서울특별시,관악구,보라매동
1138,201810,2,4,5,1,3,31000,41370.0,경기도,오산시,,,,E,가정용품 및 가사 서비스,11710642.0,서울특별시,송파구,문정2동
1139,201905,2,1,2,1,1,14000,11350700.0,서울특별시,노원구,상계8동,,,A,식료품 및 비주류음료,11710562.0,서울특별시,송파구,방이2동
1140,201908,1,5,5,4,7,2000,11545610.0,서울특별시,금천구,독산제1동,,,B,주류 및 담배,11650600.0,서울특별시,서초구,방배1동
1141,201805,2,2,6,7,5,2000,11200560.0,서울특별시,성동구,행당제1동,,,A,식료품 및 비주류음료,11230750.0,서울특별시,동대문구,이문제2동
1142,201805,1,2,6,1,3,22000,11230740.0,서울특별시,동대문구,이문제1동,,,A,식료품 및 비주류음료,11350600.0,서울특별시,노원구,공릉2동
1143,201907,1,5,4,2,1,10000,11410585.0,서울특별시,서대문구,신촌동,,,B,주류 및 담배,11710540.0,서울특별시,송파구,마천1동
1144,201808,1,4,5,2,1,31000,11170650.0,서울특별시,용산구,이태원제1동,,,A,식료품 및 비주류음료,11200540.0,서울특별시,성동구,마장동
1145,201806,2,5,5,3324,6,43000,11530730.0,서울특별시,구로구,고척제2동,,,A,식료품 및 비주류음료,11305590.0,서울특별시,강북구,번1동
1146,201905,1,3,5,2,1,22000,11650530.0,서울특별시,서초구,서초3동,,,B,주류 및 담배,11260660.0,서울특별시,중랑구,망우제3동
1147,201903,1,3,5,1,8,7000,28245.0,인천광역시,계양구,,,,A,식료품 및 비주류음료,11560620.0,서울특별시,영등포구,양평제2동
1148,201903,2,5,2,15,9,9000,50130.0,제주특별자치도,서귀포시,,,,A,식료품 및 비주류음료,11620765.0,서울특별시,관악구,미성동
1149,201912,2,4,6,3,2,1000,11680690.0,서울특별시,강남구,개포4동,,,A,식료품 및 비주류음료,11305620.0,서울특별시,강북구,수유2동
1150,201810,2,7,4,1,3,199000,41210.0,경기도,광명시,,,,E,가정용품 및 가사 서비스,11500591.0,서울특별시,강서구,화곡제6동
1151,201802,2,2,2,1,5,11000,11140540.0,서울특별시,중구,회현동,,,A,식료품 및 비주류음료,11680740.0,서울특별시,강남구,일원2동
1152,201810,2,6,6,1,4,8000,27230.0,대구광역시,북구,,,,A,식료품 및 비주류음료,11410655.0,서울특별시,서대문구,홍제제2동
1153,201812,2,6,2,2,2,168000,45710.0,전라북도,완주군,,,,B,주류 및 담배,11500640.0,서울특별시,강서구,방화제2동
1154,201806,1,5,4,28,1,6000,11710710.0,서울특별시,송파구,잠실6동,,,A,식료품 및 비주류음료,11590620.0,서울특별시,동작구,사당제1동
1155,201801,2,4,4,1,1,35000,11230560.0,서울특별시,동대문구,전농제1동,,,E,가정용품 및 가사 서비스,11140550.0,서울특별시,중구,명동
1156,201807,1,5,2,1,1,9000,28260.0,인천광역시,서구,,,,A,식료품 및 비주류음료,11740600.0,서울특별시,강동구,천호제1동
1157,201904,2,5,5,2,4,2000,28110.0,인천광역시,중구,,,,A,식료품 및 비주류음료,11590670.0,서울특별시,동작구,신대방제1동
1158,201908,2,3,5,1,1,2000,28237.0,인천광역시,부평구,,,,A,식료품 및 비주류음료,11200580.0,서울특별시,성동구,응봉동
1159,201903,1,5,4,2,12,1000,42110.0,강원도,춘천시,,,,A,식료품 및 비주류음료,11440720.0,서울특별시,마포구,성산제1동
