,기준년월(STD_YM),성별코드(SEX_CD),연령대코드(AGE_CD),시간대코드(TIME_CD),구매_고객수(ACC_CNT),구매건수(PURH_CNT),구매금액(PURH_AMT),구매지역(PURH_AREA),구매_시도명(P_SIDO_NM),구매_시군구명(P_SIGNGU_NM),구매_읍면동명(P_EMD_NM),세부분류코드(DETAL_CLASS_CD),세부분류명(DETAL_CLASS_NM),통계청분류코드(STAT_CLASS_CD),통계청분류명(STAT_CLASS_NM),구매자지역(BUYER_AREA),구매자_시도명(B_SIDO_NM),구매자_시군구명(B_SIGNGU_NM),구매자_읍면동명(B_EMD_NM)
670,201910,2,6,4,1,1,51000,,,,,1080109.0,와인,B,주류 및 담배,11215860.0,서울특별시,광진구,구의제2동
671,201906,2,3,5,1,3,3000,,,,,1020504.0,크림케익,A,식료품 및 비주류음료,11710570.0,서울특별시,송파구,오금동
672,201902,2,6,5,1,3,75000,,,,,1011601.0,일반두부,A,식료품 및 비주류음료,28185.0,인천광역시,연수구,
673,201803,2,4,5,1,1,65000,,,,,2010304.0,기저귀,E,가정용품 및 가사 서비스,11260620.0,서울특별시,중랑구,묵제1동
674,201812,2,5,3,3,1,14000,,,,,1110102.0,중식,A,식료품 및 비주류음료,46110.0,전라남도,목포시,
675,201807,2,4,5,1,2,6000,,,,,1070110.0,특용작물,A,식료품 및 비주류음료,11305555.0,서울특별시,강북구,송천동
676,201905,2,3,2,1,3,1000,,,,,1100101.0,담배,B,주류 및 담배,11440720.0,서울특별시,마포구,성산제1동
677,201903,2,3,2,1,1,11000,,,,,1050102.0,콜라,A,식료품 및 비주류음료,41590.0,경기도,화성시,
678,201812,2,4,6,4,1,1000,,,,,3020302.0,면도기/면도날,L,기타 상품 및 서비스,41360.0,경기도,남양주시,
679,201907,2,4,4,2,1,9000,,,,,1050101.0,사이다,A,식료품 및 비주류음료,11440555.0,서울특별시,마포구,아현동
680,201907,2,5,5,2,1,27000,,,,,1080101.0,맥주,B,주류 및 담배,11590650.0,서울특별시,동작구,사당제4동
681,201905,2,2,5,1,1,3000,,,,,1070106.0,엽채류,A,식료품 및 비주류음료,11410685.0,서울특별시,서대문구,홍은제2동
682,201811,2,6,6,2,1,3000,,,,,9030105.0,아동샌들/아쿠아슈즈,C,의류 및 신발,11230600.0,서울특별시,동대문구,답십리제1동
683,201909,2,4,5,1,1,52000,,,,,2010407.0,배수구세정제,E,가정용품 및 가사 서비스,11530510.0,서울특별시,구로구,신도림동
684,201810,2,3,6,1,1,7000,,,,,1011602.0,순두부,A,식료품 및 비주류음료,11290620.0,서울특별시,성북구,정릉제1동
685,201904,2,2,4,1,1,1000,,,,,1080109.0,와인,B,주류 및 담배,11545630.0,서울특별시,금천구,독산제3동
686,201802,2,5,4,2,1,29000,,,,,5010204.0,뚝배기,E,가정용품 및 가사 서비스,11290705.0,서울특별시,성북구,종암동
687,201911,2,5,6,1,1,12000,,,,,1070102.0,서류,A,식료품 및 비주류음료,26290.0,부산광역시,남구,
688,201910,1,4,2,7,1,9000,,,,,5020101.0,욕실발판및매트,E,가정용품 및 가사 서비스,11410565.0,서울특별시,서대문구,충현동
689,201901,2,2,3,2,1,255000,,,,,1020404.0,초코바,A,식료품 및 비주류음료,11530740.0,서울특별시,구로구,개봉제1동
690,201911,2,4,4,5,12,1000,,,,,1080101.0,맥주,B,주류 및 담배,11320521.0,서울특별시,도봉구,도봉제1동
691,201912,2,5,4,1,1,1000,,,,,1060201.0,후레쉬우유,A,식료품 및 비주류음료,29155.0,광주광역시,남구,
692,201907,1,5,4,1,1,5000,,,,,1011006.0,반찬류,A,식료품 및 비주류음료,11470640.0,서울특별시,양천구,신정3동
693,201912,2,4,5,1,2,14000,,,,,1110101.0,한식,A,식료품 및 비주류음료,11260520.0,서울특별시,중랑구,면목제2동
694,201904,2,2,4,1,1,4000,,,,,1070108.0,조미채소,A,식료품 및 비주류음료,45113.0,전라북도,전주시 덕진구,
695,201902,2,5,6,1,1,1000,,,,,1010206.0,설탕,A,식료품 및 비주류음료,41610.0,경기도,광주시,
696,201907,2,4,4,4,1,48000,,,,,1020307.0,맛밤류,A,식료품 및 비주류음료,11590530.0,서울특별시,동작구,상도제1동
697,201903,2,4,4,1,1,132000,,,,,1070109.0,과수,A,식료품 및 비주류음료,11650510.0,서울특별시,서초구,서초1동
698,201808,1,4,5,1,1,2000,,,,,1020603.0,소맥스낵,A,식료품 및 비주류음료,11305606.0,서울특별시,강북구,번3동
699,201808,2,4,4,3,1,13000,,,,,1070109.0,과수,A,식료품 및 비주류음료,11410620.0,서울특별시,서대문구,홍제제1동
700,201809,2,5,5,3,2,30000,,,,,1010603.0,베이컨류,A,식료품 및 비주류음료,41630.0,경기도,양주시,
701,201804,1,2,5,1,1,16000,,,,,3020101.0,바디클렌저,L,기타 상품 및 서비스,41281.0,경기도,고양시 덕양구,
702,201907,1,3,5,1,7,2000,,,,,1050403.0,커피믹스,A,식료품 및 비주류음료,11530510.0,서울특별시,구로구,신도림동
703,201809,2,2,6,1,1,1000,,,,,1050908.0,숙취해소음료,A,식료품 및 비주류음료,11410660.0,서울특별시,서대문구,홍은제1동
704,201811,2,3,5,1,2,25000,,,,,5030401.0,문풍지/방충망,E,가정용품 및 가사 서비스,11710632.0,서울특별시,송파구,가락2동
705,201806,2,4,3,1,3,32000,,,,,1020401.0,초코과자초콜릿,A,식료품 및 비주류음료,11470550.0,서울특별시,양천구,목5동
706,201805,1,4,5,1,1,7000,,,,,1070109.0,과수,A,식료품 및 비주류음료,11470600.0,서울특별시,양천구,신월5동
707,201912,2,4,6,2,1,1000,,,,,1011602.0,순두부,A,식료품 및 비주류음료,11680660.0,서울특별시,강남구,개포1동
708,201804,2,4,6,1,1,5000,,,,,5010703.0,일회용용기,E,가정용품 및 가사 서비스,11710561.0,서울특별시,송파구,방이1동
709,201904,1,4,5,1,1,17000,,,,,1010801.0,농산물 병/통조림,A,식료품 및 비주류음료,11560650.0,서울특별시,영등포구,신길제3동
710,201811,2,4,2,1,4,9000,,,,,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,11650600.0,서울특별시,서초구,방배1동
711,201911,2,2,4,1,2,3000,,,,,1120499.0,기타건강보조식품,A,식료품 및 비주류음료,11440655.0,서울특별시,마포구,서강동
712,201908,2,4,2,4,1,7000,,,,,1070109.0,과수,A,식료품 및 비주류음료,11500550.0,서울특별시,강서구,화곡제2동
713,201803,2,3,1,1,3,15000,,,,,1070105.0,과채류,A,식료품 및 비주류음료,11620565.0,서울특별시,관악구,성현동
714,201911,1,2,2,1,1,2000,,,,,1020704.0,씨리얼,A,식료품 및 비주류음료,41285.0,경기도,고양시 일산동구,
715,201804,2,4,5,1,1,1000,,,,,1010213.0,드레싱류,A,식료품 및 비주류음료,11110515.0,서울특별시,종로구,청운효자동
716,201905,2,3,5,1,2,15000,,,,,1070199.0,기타농산물,A,식료품 및 비주류음료,29200.0,광주광역시,광산구,
717,201907,1,3,5,1,1,25000,,,,,1020301.0,소프트비스켓,A,식료품 및 비주류음료,11590520.0,서울특별시,동작구,노량진제2동
718,201802,2,3,5,1,1,4000,,,,,1010301.0,간장,A,식료품 및 비주류음료,11230650.0,서울특별시,동대문구,장안제1동
719,201811,2,4,6,1,1,2000,,,,,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,11350621.0,서울특별시,노원구,중계1동
720,201808,1,2,3,1,1,21000,,,,,1020303.0,샌드비스켓,A,식료품 및 비주류음료,11500593.0,서울특별시,강서구,화곡제8동
721,201905,2,4,4,1,4,9000,,,,,1069902.0,치즈,A,식료품 및 비주류음료,11470600.0,서울특별시,양천구,신월5동
722,201806,2,5,4,1,1,7000,,,,,1080110.0,탁주,B,주류 및 담배,11710510.0,서울특별시,송파구,풍납1동
723,201910,2,2,4,1,1,7000,,,,,1069902.0,치즈,A,식료품 및 비주류음료,11710670.0,서울특별시,송파구,잠실2동
724,201812,2,3,2,1,2,11000,,,,,3020203.0,헤어트리트먼트/헤어팩,L,기타 상품 및 서비스,41360.0,경기도,남양주시,
725,201910,1,2,5,1,1,1000,,,,,1050101.0,사이다,A,식료품 및 비주류음료,11140665.0,서울특별시,중구,동화동
726,201802,2,4,3,1,4,13000,,,,,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,11170560.0,서울특별시,용산구,원효로제1동
727,201910,2,4,5,1,1,1000,,,,,1010408.0,볶음깨,A,식료품 및 비주류음료,11170685.0,서울특별시,용산구,한남동
728,201905,1,4,5,1,77,2000,,,,,4010603.0,학습교재완구,J,교육,41570.0,경기도,김포시,
729,201903,2,5,5,1,1,3000,,,,,1030102.0,과자빵류,A,식료품 및 비주류음료,11410655.0,서울특별시,서대문구,홍제제2동
730,201908,1,5,5,2,1,2000,,,,,4020206.0,자동차/기차/비행기,I,오락 및 문화,11530760.0,서울특별시,구로구,개봉제3동
731,201902,2,5,4,1,1,16000,,,,,1060101.0,드링크발효유,A,식료품 및 비주류음료,11350621.0,서울특별시,노원구,중계1동
732,201807,1,4,3,5,7,1000,,,,,1070201.0,달걀,A,식료품 및 비주류음료,11710562.0,서울특별시,송파구,방이2동
733,201905,2,2,6,1,1,4000,,,,,1011001.0,배추김치류,A,식료품 및 비주류음료,11740570.0,서울특별시,강동구,암사제1동
734,201811,2,4,2,1,1,6000,,,,,1050302.0,컵/PET커피,A,식료품 및 비주류음료,11230730.0,서울특별시,동대문구,휘경제2동
735,201912,2,6,5,1,1,4000,,,,,1110105.0,분식,A,식료품 및 비주류음료,41480.0,경기도,파주시,
736,201808,1,4,5,1,1,5000,,,,,1050403.0,커피믹스,A,식료품 및 비주류음료,11500611.0,서울특별시,강서구,발산제1동
737,201804,2,1,3,1,4,7000,,,,,1020302.0,하드비스켓,A,식료품 및 비주류음료,11500550.0,서울특별시,강서구,화곡제2동
738,201908,1,5,4,1,2,25000,,,,,5020105.0,욕실용소품,E,가정용품 및 가사 서비스,11350700.0,서울특별시,노원구,상계8동
739,201809,1,4,4,1,1,1000,,,,,1010999.0,기타간편가정식/편이식,A,식료품 및 비주류음료,41271.0,경기도,안산시 상록구,
740,201910,2,3,5,1,1,7000,,,,,1011802.0,간편면류,A,식료품 및 비주류음료,11290705.0,서울특별시,성북구,종암동
741,201809,1,3,6,1,1,21000,,,,,2010503.0,탈취제,E,가정용품 및 가사 서비스,11350619.0,서울특별시,노원구,중계본동
742,201903,2,4,4,1,11,5000,,,,,1011304.0,건조기류,A,식료품 및 비주류음료,41281.0,경기도,고양시 덕양구,
743,201905,1,6,5,1,1,4000,,,,,1020304.0,초코과자비스켓,A,식료품 및 비주류음료,11710631.0,서울특별시,송파구,가락1동
744,201810,1,7,4,7,1,13000,,,,,1070201.0,달걀,A,식료품 및 비주류음료,41630.0,경기도,양주시,
745,201906,2,3,2,1,16,107000,,,,,1011501.0,어묵,A,식료품 및 비주류음료,11305620.0,서울특별시,강북구,수유2동
746,201907,2,6,5,1,3,6000,,,,,1070303.0,굴조개류,A,식료품 및 비주류음료,11170510.0,서울특별시,용산구,후암동
747,201807,2,4,4,1,1,5000,,,,,1020301.0,소프트비스켓,A,식료품 및 비주류음료,41173.0,경기도,안양시 동안구,
748,201812,1,4,4,1,1,5000,,,,,1010804.0,참치 통조림,A,식료품 및 비주류음료,11680590.0,서울특별시,강남구,삼성2동
749,201910,2,5,5,1,1,12000,,,,,2010102.0,칫솔,E,가정용품 및 가사 서비스,41630.0,경기도,양주시,
750,201804,2,4,5,1,2,18000,,,,,1060103.0,호상발효유,A,식료품 및 비주류음료,11320660.0,서울특별시,도봉구,쌍문제1동
751,201907,2,7,4,1,2,18000,,,,,1020603.0,소맥스낵,A,식료품 및 비주류음료,11350611.0,서울특별시,노원구,하계1동
752,201912,2,3,3,1,1,1000,,,,,3010106.0,페이셜크림/젤,L,기타 상품 및 서비스,11215850.0,서울특별시,광진구,구의제1동
753,201904,1,4,5,1,1,1000,,,,,1060103.0,호상발효유,A,식료품 및 비주류음료,11110550.0,서울특별시,종로구,부암동
754,201812,2,4,6,2,1,1000,,,,,1018899.0,가공식품기획세트,A,식료품 및 비주류음료,41271.0,경기도,안산시 상록구,
755,201803,1,4,4,1,3,1000,,,,,1110102.0,중식,A,식료품 및 비주류음료,11545670.0,서울특별시,금천구,시흥제1동
756,201807,1,4,4,1,7,1000,,,,,1070110.0,특용작물,A,식료품 및 비주류음료,11200570.0,서울특별시,성동구,행당제2동
757,201912,2,4,4,1,1,6000,,,,,1010601.0,소시지류,A,식료품 및 비주류음료,41830.0,경기도,양평군,
758,201911,2,3,4,4,1,13000,,,,,1080101.0,맥주,B,주류 및 담배,11710710.0,서울특별시,송파구,잠실6동
759,201905,1,4,6,2,1,7000,,,,,1070102.0,서류,A,식료품 및 비주류음료,11650550.0,서울특별시,서초구,반포본동
760,201812,2,7,5,3,1,2000,,,,,1080102.0,소주,B,주류 및 담배,11215760.0,서울특별시,광진구,중곡제3동
761,201911,2,6,5,1,1,4000,,,,,1010708.0,봉지라면,A,식료품 및 비주류음료,11350600.0,서울특별시,노원구,공릉2동
762,201806,2,5,3,1,2,4000,,,,,1011102.0,튀김류,A,식료품 및 비주류음료,11305575.0,서울특별시,강북구,삼각산동
763,201808,2,5,2,1,1,21000,,,,,3010402.0,립글로스,L,기타 상품 및 서비스,11590660.0,서울특별시,동작구,대방동
764,201809,2,3,2,1,9,1000,,,,,1060201.0,후레쉬우유,A,식료품 및 비주류음료,11350630.0,서울특별시,노원구,상계1동
765,201812,2,2,6,1,7,3000,,,,,1011808.0,간편식육제품류,A,식료품 및 비주류음료,48121.0,경상남도,창원시 의창구,
766,201804,1,4,5,2,1,5000,,,,,1060201.0,후레쉬우유,A,식료품 및 비주류음료,11590640.0,서울특별시,동작구,사당제3동
767,201911,2,3,3,1,3,44000,,,,,1069902.0,치즈,A,식료품 및 비주류음료,11215850.0,서울특별시,광진구,구의제1동
768,201808,1,2,6,3,3,9000,,,,,1020603.0,소맥스낵,A,식료품 및 비주류음료,11410620.0,서울특별시,서대문구,홍제제1동
769,201803,2,4,4,3,2,17000,,,,,1050401.0,원두커피,A,식료품 및 비주류음료,11380580.0,서울특별시,은평구,응암제1동
770,201801,2,3,3,1,1,133000,,,,,1010206.0,설탕,A,식료품 및 비주류음료,11680670.0,서울특별시,강남구,개포2동
771,201904,1,4,5,1,2,4000,,,,,1050602.0,보리차음료,A,식료품 및 비주류음료,41117.0,경기도,수원시 영통구,
772,201805,1,3,4,1,1,1000,,,,,1090202.0,건/견과류,A,식료품 및 비주류음료,11740700.0,서울특별시,강동구,둔촌제2동
773,201804,1,4,3,1,6,1000,,,,,2010402.0,다목적용 세정제,E,가정용품 및 가사 서비스,11545620.0,서울특별시,금천구,독산제2동
774,201810,1,2,4,1,2,4000,,,,,1020704.0,씨리얼,A,식료품 및 비주류음료,11470610.0,서울특별시,양천구,신월6동
775,201902,1,2,6,1,2,13000,,,,,1010104.0,일반양념장,A,식료품 및 비주류음료,11710690.0,서울특별시,송파구,잠실4동
776,201803,2,4,6,1,1,5000,,,,,5010301.0,테이블소품,E,가정용품 및 가사 서비스,11710570.0,서울특별시,송파구,오금동
777,201801,2,6,4,1,1,100000,,,,,1050616.0,미과즙음료,A,식료품 및 비주류음료,41210.0,경기도,광명시,
778,201910,2,3,4,1,4,1000,,,,,1010712.0,우동,A,식료품 및 비주류음료,28260.0,인천광역시,서구,
779,201906,2,4,5,1,1,17000,,,,,1050101.0,사이다,A,식료품 및 비주류음료,11530740.0,서울특별시,구로구,개봉제1동
780,201802,1,3,4,1,2,10000,,,,,1011502.0,맛살,A,식료품 및 비주류음료,11140540.0,서울특별시,중구,회현동
781,201806,2,3,3,1,2,4000,,,,,9029906.0,헤어액세서리,C,의류 및 신발,41135.0,경기도,성남시 분당구,
782,201903,2,5,3,1,1,4000,,,,,1060101.0,드링크발효유,A,식료품 및 비주류음료,11380560.0,서울특별시,은평구,구산동
783,201907,2,4,3,1,1,20000,,,,,1011602.0,순두부,A,식료품 및 비주류음료,11680610.0,서울특별시,강남구,대치2동
784,201801,1,2,6,1,1,73000,,,,,1050501.0,코코아(분말),A,식료품 및 비주류음료,11380625.0,서울특별시,은평구,역촌동
785,201805,2,4,6,1,1,6000,,,,,1080110.0,탁주,B,주류 및 담배,11410615.0,서울특별시,서대문구,연희동
786,201910,2,5,4,1,1,2000,,,,,1050204.0,50%과즙음료,A,식료품 및 비주류음료,11320690.0,서울특별시,도봉구,방학제1동
787,201907,2,5,3,1,2,3000,,,,,1020703.0,잼류,A,식료품 및 비주류음료,11110615.0,서울특별시,종로구,종로1.2.3.4가동
788,201806,1,4,5,1,8,6000,,,,,2010303.0,생리대,E,가정용품 및 가사 서비스,41360.0,경기도,남양주시,
789,201802,2,3,2,1,2,4000,,,,,1020304.0,초코과자비스켓,A,식료품 및 비주류음료,11230545.0,서울특별시,동대문구,제기동
790,201807,1,6,5,3,16,10000,,,,,1020202.0,소프트캔디,A,식료품 및 비주류음료,11380690.0,서울특별시,은평구,진관동
791,201902,2,3,5,1,36,8000,,,,,1020405.0,미니&쉘,A,식료품 및 비주류음료,11470550.0,서울특별시,양천구,목5동
792,201806,2,4,2,1,1,14000,,,,,1011501.0,어묵,A,식료품 및 비주류음료,46130.0,전라남도,여수시,
793,201803,2,2,6,1,1,1000,,,,,1020699.0,기타스낵류,A,식료품 및 비주류음료,11545680.0,서울특별시,금천구,시흥제2동
794,201903,2,5,3,1,1,7000,,,,,2010302.0,미용티슈,E,가정용품 및 가사 서비스,41210.0,경기도,광명시,
795,201911,2,4,4,1,12,2000,,,,,1030102.0,과자빵류,A,식료품 및 비주류음료,11200520.0,서울특별시,성동구,왕십리제2동
796,201906,2,3,4,1,1,6000,,,,,1070109.0,과수,A,식료품 및 비주류음료,11680640.0,서울특별시,강남구,역삼1동
797,201804,2,3,2,2,3,2000,,,,,1011604.0,유부,A,식료품 및 비주류음료,11170580.0,서울특별시,용산구,효창동
798,201808,2,2,3,1,1,5000,,,,,1011805.0,간편탕류,A,식료품 및 비주류음료,28260.0,인천광역시,서구,
799,201802,2,3,6,2,1,3000,,,,,5040101.0,유아욕실및목욕용품,E,가정용품 및 가사 서비스,11320660.0,서울특별시,도봉구,쌍문제1동
800,201904,1,6,6,1,1,1000,,,,,1011808.0,간편식육제품류,A,식료품 및 비주류음료,11710690.0,서울특별시,송파구,잠실4동
801,201803,2,3,4,2,2,17000,,,,,5010704.0,일회용위생장갑,E,가정용품 및 가사 서비스,11380600.0,서울특별시,은평구,응암제3동
802,201808,2,4,5,1,10,4000,,,,,5030701.0,핫팩/쿨팩,E,가정용품 및 가사 서비스,11530720.0,서울특별시,구로구,고척제1동
803,201811,1,3,5,1,5,132000,,,,,1080101.0,맥주,B,주류 및 담배,11170520.0,서울특별시,용산구,용산2가동
804,201811,2,4,4,1,3,7000,,,,,1069902.0,치즈,A,식료품 및 비주류음료,11140615.0,서울특별시,중구,신당동
805,201908,2,2,5,1,1,7000,,,,,1090202.0,건/견과류,A,식료품 및 비주류음료,11230710.0,서울특별시,동대문구,회기동
806,201804,2,5,3,1,3,2000,,,,,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,11710600.0,서울특별시,송파구,석촌동
807,201902,2,3,3,1,1,2000,,,,,1010903.0,삼각김밥류,A,식료품 및 비주류음료,11650531.0,서울특별시,서초구,서초4동
808,201910,2,4,6,1,1,5000,,,,,1020301.0,소프트비스켓,A,식료품 및 비주류음료,11650510.0,서울특별시,서초구,서초1동
809,201803,2,2,3,1,1,10000,,,,,5020205.0,쓰레기봉투,E,가정용품 및 가사 서비스,11650540.0,서울특별시,서초구,잠원동
810,201907,2,4,4,1,1,2000,,,,,1010605.0,바베큐류,A,식료품 및 비주류음료,26380.0,부산광역시,사하구,
811,201810,1,4,5,1,35,4000,,,,,1010605.0,바베큐류,A,식료품 및 비주류음료,11680590.0,서울특별시,강남구,삼성2동
812,201912,1,4,4,1,1,6000,,,,,1011501.0,어묵,A,식료품 및 비주류음료,48250.0,경상남도,김해시,
813,201801,2,2,4,9,2,6000,,,,,1090202.0,건/견과류,A,식료품 및 비주류음료,11710680.0,서울특별시,송파구,잠실3동
814,201911,2,3,5,1,1,26000,,,,,1020401.0,초코과자초콜릿,A,식료품 및 비주류음료,11440630.0,서울특별시,마포구,신수동
815,201807,2,3,5,1,1,7000,,,,,1060201.0,후레쉬우유,A,식료품 및 비주류음료,41461.0,경기도,용인시 처인구,
816,201807,1,4,3,1,1,3000,,,,,1020601.0,옥수수스낵,A,식료품 및 비주류음료,41135.0,경기도,성남시 분당구,
817,201905,2,4,4,1,1,15000,,,,,1070108.0,조미채소,A,식료품 및 비주류음료,11320680.0,서울특별시,도봉구,쌍문제3동
818,201901,1,2,1,1,1,15000,,,,,1060202.0,강화우유,A,식료품 및 비주류음료,11560610.0,서울특별시,영등포구,양평제1동
819,201910,2,4,6,1,1,9000,,,,,5030701.0,핫팩/쿨팩,E,가정용품 및 가사 서비스,11650581.0,서울특별시,서초구,반포4동
820,201802,2,4,6,1,1,27000,,,,,1020304.0,초코과자비스켓,A,식료품 및 비주류음료,11620645.0,서울특별시,관악구,서원동
821,201901,1,5,3,1,2,6000,,,,,2010306.0,물티슈,E,가정용품 및 가사 서비스,11680580.0,서울특별시,강남구,삼성1동
822,201810,2,6,4,1,1,13000,,,,,1050302.0,컵/PET커피,A,식료품 및 비주류음료,11290620.0,서울특별시,성북구,정릉제1동
823,201802,2,2,5,1,4,2000,,,,,1070105.0,과채류,A,식료품 및 비주류음료,41150.0,경기도,의정부시,
824,201808,2,2,4,1,1,9000,,,,,4020505.0,보드/카드게임,I,오락 및 문화,11560605.0,서울특별시,영등포구,문래동
825,201811,2,7,3,1,2,7000,,,,,3010307.0,컨실러,L,기타 상품 및 서비스,41450.0,경기도,하남시,
826,201905,2,6,3,1,2,1000,,,,,1120414.0,유산균/초유,A,식료품 및 비주류음료,11170555.0,서울특별시,용산구,청파동
827,201809,1,4,5,1,2,4000,,,,,1020201.0,하드캔디,A,식료품 및 비주류음료,11680700.0,서울특별시,강남구,세곡동
828,201806,1,4,3,1,3,4000,,,,,1080116.0,RTD맥주,B,주류 및 담배,11350630.0,서울특별시,노원구,상계1동
829,201907,1,4,4,1,3,2000,,,,,5030701.0,핫팩/쿨팩,E,가정용품 및 가사 서비스,11380510.0,서울특별시,은평구,녹번동
830,201805,2,3,6,1,6,10000,,,,,1011809.0,조리냉장탕류,A,식료품 및 비주류음료,11650580.0,서울특별시,서초구,반포3동
831,201904,1,5,4,1,1,1000,,,,,5010605.0,수세미,E,가정용품 및 가사 서비스,11530780.0,서울특별시,구로구,오류제2동
832,201907,2,3,4,1,4,28000,,,,,1050301.0,캔커피,A,식료품 및 비주류음료,43740.0,충청북도,영동군,
833,201805,2,4,3,1,1,10000,,,,,1011601.0,일반두부,A,식료품 및 비주류음료,11710680.0,서울특별시,송파구,잠실3동
834,201812,1,7,5,2,1,2000,,,,,1080101.0,맥주,B,주류 및 담배,41150.0,경기도,의정부시,
835,201801,2,3,4,1,1,7000,,,,,1010302.0,된장,A,식료품 및 비주류음료,11500603.0,서울특별시,강서구,가양제1동
836,201806,2,3,5,2,9,4000,,,,,2010103.0,구강청량제,E,가정용품 및 가사 서비스,11380625.0,서울특별시,은평구,역촌동
837,201907,2,6,5,1,1,6000,,,,,1020699.0,기타스낵류,A,식료품 및 비주류음료,11680531.0,서울특별시,강남구,논현2동
838,201904,2,4,5,2,2,15000,,,,,3030208.0,퍼프/분첩,L,기타 상품 및 서비스,11305535.0,서울특별시,강북구,미아동
839,201911,1,3,5,1,8,5000,,,,,1010704.0,칼국수,A,식료품 및 비주류음료,11530520.0,서울특별시,구로구,구로제1동
840,201808,2,3,6,1,1,11000,,,,,1011706.0,핫케익가루,A,식료품 및 비주류음료,11620695.0,서울특별시,관악구,신림동
841,201908,2,2,6,1,8,5000,,,,,1080101.0,맥주,B,주류 및 담배,11710647.0,서울특별시,송파구,위례동
842,201812,1,3,5,1,1,5000,,,,,6030201.0,믹서기/다지기,E,가정용품 및 가사 서비스,11680700.0,서울특별시,강남구,세곡동
843,201907,2,3,3,1,4,7000,,,,,1070106.0,엽채류,A,식료품 및 비주류음료,11680650.0,서울특별시,강남구,역삼2동
844,201806,2,3,3,2,1,7000,,,,,1050602.0,보리차음료,A,식료품 및 비주류음료,11710620.0,서울특별시,송파구,가락본동
845,201806,2,4,4,1,2,2000,,,,,1050302.0,컵/PET커피,A,식료품 및 비주류음료,11140670.0,서울특별시,중구,황학동
846,201911,1,4,4,1,1,1000,,,,,1010707.0,떡국,A,식료품 및 비주류음료,11350612.0,서울특별시,노원구,하계2동
847,201904,1,2,2,2,1,17000,,,,,3020106.0,핸드/풋크림,L,기타 상품 및 서비스,11530550.0,서울특별시,구로구,구로제4동
848,201808,1,3,3,1,3,1000,,,,,1011501.0,어묵,A,식료품 및 비주류음료,11500611.0,서울특별시,강서구,발산제1동
849,201811,2,4,2,1,5,22000,,,,,1060103.0,호상발효유,A,식료품 및 비주류음료,11620605.0,서울특별시,관악구,은천동
850,201809,2,4,5,1,1,9000,,,,,1040106.0,콘 아이스크림,A,식료품 및 비주류음료,11320710.0,서울특별시,도봉구,방학제3동
851,201808,2,6,5,1,1,19000,,,,,2010204.0,섬유유연제,E,가정용품 및 가사 서비스,11740640.0,서울특별시,강동구,성내제1동
852,201908,1,6,3,7,3,3000,,,,,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,11215730.0,서울특별시,광진구,군자동
853,201905,2,5,4,1,1,3000,,,,,1011805.0,간편탕류,A,식료품 및 비주류음료,11680670.0,서울특별시,강남구,개포2동
854,201812,1,4,4,1,1,5000,,,,,5030301.0,건전지,E,가정용품 및 가사 서비스,11710580.0,서울특별시,송파구,송파1동
855,201811,2,4,2,2,5,35000,,,,,1011899.0,기타레토르트식품,A,식료품 및 비주류음료,11530750.0,서울특별시,구로구,개봉제2동
856,201901,2,6,5,1,13,7000,,,,,3010107.0,에센스/세럼,L,기타 상품 및 서비스,11380570.0,서울특별시,은평구,대조동
857,201804,1,5,5,4,1,1000,,,,,1010709.0,용기라면,A,식료품 및 비주류음료,11500603.0,서울특별시,강서구,가양제1동
858,201804,2,3,4,1,1,4000,,,,,1070109.0,과수,A,식료품 및 비주류음료,11350611.0,서울특별시,노원구,하계1동
859,201806,1,3,6,1,2,36000,,,,,1020301.0,소프트비스켓,A,식료품 및 비주류음료,11740685.0,서울특별시,강동구,길동
860,201907,2,2,4,1,1,8000,,,,,1020202.0,소프트캔디,A,식료품 및 비주류음료,11650531.0,서울특별시,서초구,서초4동
861,201812,2,5,4,1,2,1000,,,,,1010804.0,참치 통조림,A,식료품 및 비주류음료,11560630.0,서울특별시,영등포구,신길제1동
862,201806,2,5,4,1,19,17000,,,,,1060205.0,유기농우유,A,식료품 및 비주류음료,11620630.0,서울특별시,관악구,남현동
863,201904,1,4,5,4,2,4000,,,,,1040106.0,콘 아이스크림,A,식료품 및 비주류음료,11680690.0,서울특별시,강남구,개포4동
864,201806,2,4,6,1,1,24000,,,,,1010306.0,혼합장(쌈장),A,식료품 및 비주류음료,11380530.0,서울특별시,은평구,불광제2동
865,201912,1,2,6,3,2,3000,,,,,1010601.0,소시지류,A,식료품 및 비주류음료,11680700.0,서울특별시,강남구,세곡동
866,201806,2,6,6,1,1,3000,,,,,2010302.0,미용티슈,E,가정용품 및 가사 서비스,11710620.0,서울특별시,송파구,가락본동
867,201812,2,4,3,1,7,2000,,,,,1011806.0,간편죽류,A,식료품 및 비주류음료,11710647.0,서울특별시,송파구,위례동
868,201908,2,3,6,4,1,2000,,,,,1011107.0,축산소재류(냉장/냉동),A,식료품 및 비주류음료,11470610.0,서울특별시,양천구,신월6동
